Business_Name,Address,Telephone,Fax,Website,Description
Newquay Garden Centre,"Little Trethiggey, Quintrell Downs, Newquay, TR8 4LG, United Kingdom",01637872199,01637 872199,http://www.newquaygardencentre.co.uk,"Newquay Green Garden Centre is a family run independent business that has been in operation since 1948. We specialize in seaside plants but also have an extensive range of all other outside stock. We carry extensive range of gifts, pet & bird foods, pots, tools, basically everything you need for the garden â€¦ and more...Coffee Shop on site. All areas have disabled access."
North One Garden Centre,"The Old Button Factory, 25 Englefield Road, Islington, London, N1 4EU, United Kingdom",02079233553,020 79234330,http://www.n1gc.co.uk,"North One and West Six are life enhancing garden centres. We provide quality plants, expert advice and excellent customer service. We also have a selection of exclusive and stylish accessories for the garden and home."
"North Perrott Fruit Farm, Farmshop & Garden Centre","North Parrott, Crewkerne, TA18 7SN, United Kingdom",0146073451,01460 77090,http://www.parrettbrand.co.uk,
North Wales Garden World,"St. Asaph Avenue, Bae Cinmel, Y Rhyl, LL18 5TU, United Kingdom",01745338222,,http://northwalesgardenworld.co.uk,
North Walsham Garden Centre,"North Walsham Garden Centre, Norwich Road, North Walsham, NR28 0DR, United Kingdom",01692402591,01692 407588,http://www.northwalshamgardencentre.com,
Norton Green Farm Nursery,"Norton Green Farm, Wells Road, Stratton-on-the-Fosse, Radstock, BA3 4RR, United Kingdom",01761232137,01761 233660,http://www.nortongreengardencentre.co.uk,"The Plant and garden centre is a medium sized centre on the B3139 south of Bristol between Bath and Wells. The centre can be found on the edge of the villages of Chilcompton and Stratton-on-the- Fosse; approximately one mile from Midsomer Norton. Many of the plants available in the centre are produced in the company's own nursery. The area of over a thousand varieties of shrubs, climbers, trees etc is easily accessible with paved, level walkways. Large undercover areas are dedicated to container pots and sundry items including a wide range of compost, mulches, fertilizers and chemicals."
Norton Plantaria,"Tewkesbury Road, Down Hatherley, Gloucester, GL2 9PU, United Kingdom",01452730852,01452 731 320,,
Norwich Camping and Leisure,"The Leisure Village, 58 Old Yarmouth Road, Blofield, Norwich, NR13 4LQ, United Kingdom",01603717800,01603 717850,http://www.norwichcamping.co.uk,
Notcutts Garden Centre Ashton Park,"Lord Sheldon Way, Snipe Way, Ashton-under-Lyne, OL6 7UB, United Kingdom",01613701495,0161 3701582,http://www.notcutts.co.uk,
Notcutts Garden Centre Booker,"Clay Lane, Booker, Marlow, SL7 3DH, United Kingdom",01494532532,01494 520894,http://www.notcutts.co.uk,
Notcutts Garden Centre Cranleigh,"Guildford Road, Cranleigh, GU6 8LT, United Kingdom",01483274222,01483 267247,http://www.notcutts.co.uk,
Notcutts Garden Centre Dukeries,"Welbeck, Worksop, S80 3LT, United Kingdom",01909476506,01909 482047,http://www.notcutts.co.uk,
Notcutts Garden Centre Garden Pride,"Notcutts, Common Lane, Ditchling, Hassocks, BN6 8TN, United Kingdom",01273846844,01273 845540,http://www.garden-pride.com,
Notcutts Garden Centre Maidstone,"Newnham Court Shopping Village, Bearsted Road, Weavering, Maidstone, ME14 5LH, United Kingdom",01622739944,01622 735887,http://www.notcutts.co.uk,
Notcutts Garden Centre Norwich,"Daniels Road, Norwich, NR4 6QP, United Kingdom",01603453155,01603 507746,http://www.notcutts.co.uk,
Notcutts Garden Centre Oxford,"Nuneham Courtenay, Oxford, Oxfordshire, Oxford, OX44 9PY, United Kingdom",01865343454,01865 343267,http://www.notcutts.co.uk,"Most hardy plants grown by our own nursery, huge range, larger sizes of trees available in Autumn/Winter. New pets centre (Autumn 2000), excellent restaurant, enlarged gift shop and comprehensive range of garden furniture, chemicals and sundries"
Notcutts Garden Centre Peterborough,"Oundle Road, Ham Lane, Orton Waterville, Peterborough, PE2 5UU, United Kingdom",01733234600,01733 370592,http://www.notcutts.co.uk,
Notcutts Garden Centre Rivendell,"Mill Lane, Widnes, WA8 3UL, United Kingdom",01514232638,01514 951851,http://www.notcutts.co.uk,
Notcutts Garden Centre Solihull,"Stratford Road, Shirley, Solihull, B90 4EN, United Kingdom",01217444501,0121 746 5235,http://ww.notcutts.co.uk,
Notcutts Garden Centre St Albans,"Hatfield Road, Smallford, St Albans, AL4 0HN, United Kingdom",01727853224,01727 847251,http://www.notcutts.co.uk,
Notcutts Garden Centre Staines,"Staines Road, Laleham, Staines, TW18 2SF, United Kingdom",01784460832,01784 460831,http://www.notcutts.co.uk,
Notcutts Garden Centre Tunbridge Wells,"Tonbridge Road, Pembury, Tunbridge Wells, TN2 4QN, United Kingdom",01892822636,01892 825251,http://www.notcutts.co.uk,
Notcutts Garden Centre Victoria,"Wakefield Road, Featherstone, Pontefract, WF7 6BS, United Kingdom",01977701560,01977 701120,http://www.notcutts.co.uk,
Notcutts Garden Centre Wheatcroft,"Landmere Lane, Edwalton, Nottingham, NG12 4DE, United Kingdom",01159216061,01159 841247,http://www.notcutts.co.uk,
Notcutts Garden Centre Woodford Park,"Chester Road, Woodford, Stockport, SK7 1QS, United Kingdom",01614390745,01614 390840,http://www.notcutts.co.uk,"The North West Premier Award winning garden centre. Superb facilities, quality plants, garden products, house plants and gifts, all set in landscaped gardens. 500 parking spaces. Sell clothing"
Notcutts Woodbridge,"Ipswich Road, Woodbridge, IP12 4AF, United Kingdom",01394383344,01394 445479,http://www.notcutts.co.uk,
Nursery End Garden Centre,"Harrington Street, Clayton Le Moors, Accrington, BB5 4DF, United Kingdom",01254389611,01254 872660,http://www.nurseryend.co.uk,
Oakbank Nurseries,"Longtown Road, Brampton, CA8 2AB, United Kingdom",0169773908,01697 72779,http://www.oakbanknurseries.co.uk,We are a small but rapidly expanding retail nursery offering a wide variety of shrubs plants and flowers. The new Canadian style lot cabin offers a wide range of quality coffees and food and the childrens play area means you can relax whilst overseeing your kids enjoying themselves.
Oakhurst Garden Centre,"Lamplugh Road, Cockermouth, CA13 0QN, United Kingdom",01900822180,01900 825806,http://www.oakhurstgardencentre.com,
Oakington Garden Centre,"Dry Drayton Road, Oakington, Cambridge, CB24 3BD, United Kingdom",01223234818,01223 236823,,
Oaklands Nursery,"The Roundabout, Street Bypass, Street, BA16 0EP, United Kingdom",01458841585,01458 441625,,"Oaklands Nursery is a traditional nursery supplying a comprehensive range of quality garden plants for all seasons. Our aim is to provide a one stop shop for the gardener. We grow and stock a wide selection of shrubs, conifers, alpines, perennials, bedding, roses, climbers, trees & basket plants. We are more than happy to try and source customers requirements. We have an ever growing range of gardening accessories including seeds, bulbs, tools, bird care, pots, compost & fertilizers. Open 7 days a week, we are delighted to help customers with their gardening problems."
Old Barn Garden Centre,"A24 Worthing Road, Dial Post, Nr Horsham, RH13 8NR, United Kingdom",01403620557,,,
Old Oak Farm Nurseries,"Bells Lane, Hoghton, Preston, PR5 0JJ, United Kingdom",01254852065,,http://www.oldoakfarm-nurseries.co.uk,
Old Railway Line Garden Centre,"Three Cocks, Brecon, LD3 0SG, United Kingdom",01497847055,01497 842019,https://www.oldrailwaylinegc.co.uk/,A family run garden centre in the heart of the Wye Valley. Our friendly staff are here to assist you in all aspects of gardening. Open 7 days a week. We look forward to welcoming you.
Old Well Garden Centre,"Waterloo Cross, Uffculme, Cullompton, EX15 3ES, United Kingdom",01884840873,01884 841451,http://www.theoldwell.co.uk,
Olivers Nurseries Ltd,"Maldon Road, Witham, CM8 3HY, United Kingdom",01376513239,01376 510728,http://www.oliversnurseries.co.uk,"Olivers Nurseries is a small, independent nursery and Garden Centre. The nursery was established in 1949 and grows alot of the plants sold in the garden centre, which was itself established in 2002. With such a long history of growing, practical advice is always on hand from a team of friendly, helpful staff. Olivers Nurseries aim is to provide good quality plants and gardening products, home grown where possible, and to continue to source virtually all other plants from British growers. A friendly welcome, good service and good value awaits all our customers."
Olivers Plants Limited,"Broomfield Farm Nurseries, Coggeshall Road, Earls Colne, Colchester, CO6 2JX, United Kingdom",01787220281,,http://www.oliversplants.co.uk,
Orchard Nurseries,"48 Hopgrove Lane South, York, YO32 9TG, United Kingdom",01904421153,01904 424553,,"Quality plants, friendly service and advice."
Orchard Nursery Plant Centre Ltd,"Holtye Road, East Grinstead, RH19 3PP, United Kingdom",01342311657,01342 410272,,"Orchard Nursery is a family owned and run retail nursery on the outskirts of East Grinstead established in a charming Victorian walled kitchen garden incorporating the original greenhouses. We offer gardeners with a variety of tastes and styles a huge range of plants, from cottage garden to contemporary and have one of the largest selection of herbaceous plants in the area. As specialists in container gardening we run summer, autumn and Christmas courses giving inspiration for all year round planting. Alongside the nursery our team of experienced florists create stunning floral arrangements for all occasions, wedding design being a specialty."
Orchard Park Garden Centre,"Shaftesbury Road, Gillingham, SP8 5JG, United Kingdom",01747835544,,,
Otter Nurseries (Jacks Patch),"Newton Road, Bishopsteignton, Teignmouth, TQ14 9PN, United Kingdom",01404816809,,,
Otter Nurseries (Lymington),"Milford Road, Everton, Lymington, SO41 0JD, United Kingdom",01590678679,01404 815816,,
Otter Nurseries (Ottery St Mary),"Gosford Road, Ottery St Mary, EX11 1LZ, United Kingdom",01404815815,01404 815816,http://www.otternurseries.co.uk,"One of the best garden centres in the country. Hundreds of plants, trees and shrubs. Superb range of rattan, teak and hardwood furniture. The home made food in the restaurant is a must! Free car parking"
Otter Nurseries (Plymouth),"Chittleburn Hill, Brixton, Plymouth, PL8 2BH, United Kingdom",01752405422,01752 484181,,
Otter Nurseries (Taunton),"Pen Elm Hill, Norton Fitzwarren, Taunton, TA2 6PE, United Kingdom",01404816809,,,
Otter Nurseries (Torbay),"Moles Lane, Marldon, Paignton, TQ3 1SY, United Kingdom",01803214294,01803 291481,,
Otter Nurseries (Wincanton),"Bruton Road, Charlton Musgrove, Wincanton, BA9 8HA, United Kingdom",0196333134,,,
Owl Lane Farm Nurseries,"118 Owl Lane, Ossett, WF5 9AU, United Kingdom",01924276446,01924 260104,,"A true plant centre where you can find a vast array of plants. From ,seasonal plug plants to mature specimens and exotics you will find ,something different with us."
Oxford Garden Centre,"Southern-by-Pass, South Hinksey, Oxford, OX1 5AR, United Kingdom",01865326500,,https://www.gardencentreoxford.com,
Pacific Nurseries,"Pacific Nurseries Ltd, Chester Road, Aldridge, Walsall, WS9 0PH, United Kingdom",01213534017,0121 3531603,http://www.pacificnurseries.co.uk,"Pacific nurseries established in 1957 has been serving the community with top quality plants and garden sundries, now boasts a poplar 100 seat café. The home grown shrubs, conifers, perennials and bedding plants are displayed in a spacious setting amongst attractive display gardens proving a peaceful yet comprehensive shopping experience. The café serves home made daily specials, home baked cakes and is open 7 days a week. An attractive patio overlooks the display gardens, a perfect view to enjoy lunch on a summers day."
Palmer Gardens,"10 Victoria Street, Bristol, BS1 6BN, United Kingdom",01179989110,01225 775061,,
Palmer Gardens - Shaw Trust,"Palmer Gardens, Islington, Trowbridge, BA14 8QJ, United Kingdom",01225716316,,,
Palmers Garden Centre,"St John's, Enderby, LE19 2BS, United Kingdom",01162863323,01162 753273,http://www.palmersgardencentre.co.uk,"We are a family run independent business. Established in horticulture in ,1911 by George Palmer. Well located, less than a mile from Fosse Park ,Shopping Centre at J21 of M1  We offer an excellent general range of ,plants, shrubs etc. Much of our bedding is grown on site. We have a ,large pottery/stoneware area. We have our own cafe , our food is ,home made and prepared on the premises. We have brown tourist ,signs for directions."
Palmers Garden Centre (Yeovil),"Palmers Garden Centre, Bernard Ways, Yeovil, BA20 2FH, United Kingdom",01935434303,,http://www.palmersgardencentreyeovil.co.uk,
Palmers at Ullesthorpe,"Palmers At Ullesthorpe, Lutterworth Road, Ullesthorpe, Lutterworth, LE17 5DR, United Kingdom",01455202144,01455 202585,http://www.ullesthorpegardencentre.co.uk,
Par Garden Centre,"Par Moor Road, St Austell, PL24 2SQ, United Kingdom",01726814854,,,
Paradise Park Garden Centre,"Avis Road, Newhaven, BN9 0DH, United Kingdom",01273512123,01273 616005,,"Paradise Park is the perfect day out for plant lovers with outstanding themed gardens and extensive Museum of Natural History. The Garden Centre is one of the largest in the south coast specialising in garden ideas. Discover many unusual garden designs including a Caribbean garden developed in authentic West Indian style, an Oriental garden and a seaside garden. The Conservatory gardens contain a large and varied collection of the world's flora. There is a huge variety of plants for sale plus everything you could expect from the leading garden centre and more."
